WT #1 (1) Area	WT #1 (2) Area	KO #1 (3) Area	KO #1 (4) Area	WT #2 (5) Area	WT #2 (6) Area	KO #2 (7) Area	KO #2 (8) Area	MIXC57 #3 (9) Area	MIXC57 #3 (10) Area	MIXKO #3 (11) Area	MIXKO #3 (12) Area	C: Student's T-test Significant KO #1 Female_WT #1 Female	N: Log2 (KO #1 Female/WT #1 Female)	N: -Log p-value (KO #1 Female/WT #1 Female)	N: Log2 (KO #2 Male/WT #2 Male)	N: -Log p-value (KO #2 Male/WT #2 Male)	N: Log2 (MIXKO/MIXWT)	N: -Log p-value (MIXKO/MIXWT)	T: Protein Group	T: Protein ID	T: Accession	T: Significance	T: Coverage (%)	T: #Peptides	T: #Unique	T: PTM	T: Avg. Mass	T: Description
21,4825	23,2821	20,1704	20,3752	21,7955	21,3752	22,3017	23,5522	21,417	21,5638	23,0691	23,6865		-2,1095	0,838021	1,3416	0,747257	1,88735	1,56671	263	620	Q3TGF2|F107B_MOUSE	8,94	51	7	7	Acetylation (N-term)	15572	Protein FAM107B OS=Mus musculus OX=10090 GN=Fam107b PE=1 SV=2
21,4825	23,2821	20,1704	20,3752	21,7955	21,3752	22,3017	23,5522	21,417	21,5638	23,0691	23,6865		-2,1095	0,838021	1,3416	0,747257	1,88735	1,56671	263	621	tr|H9H9T1|H9H9T1_MOUSE	8,94	44	7	7	Acetylation (N-term)	17994	Family with sequence similarity 107  member B OS=Mus musculus OX=10090 GN=Fam107b PE=1 SV=1
19,8284	20,0426	18,3321	16,6576	15,718	19,0638	14,5577	17,83	19,0925	18,1946	18,8545	17,4815		-2,44065	0,992742	-1,19706	0,180562	-0,47554	0,207116	777	1235	Q99KI0|ACON_MOUSE	8,92	5	3	3		85464	Aconitate hydratase  mitochondrial OS=Mus musculus OX=10090 GN=Aco2 PE=1 SV=1
18,4087	18,6417	19,9742	20,6364	21,2877	21,5592	23,0886	20,8269	20,265	20,9601	21,3045	21,6409		1,78009	1,43471	0,534298	0,164205	0,860126	0,807538	395	1275	Q921T2|TOIP1_MOUSE	8,84	11	4	4	Carbamidomethylation	66781	Torsin-1A-interacting protein 1 OS=Mus musculus OX=10090 GN=Tor1aip1 PE=1 SV=3
18,4087	18,6417	19,9742	20,6364	21,2877	21,5592	23,0886	20,8269	20,265	20,9601	21,3045	21,6409		1,78009	1,43471	0,534298	0,164205	0,860126	0,807538	395	1276	tr|Q3UE61|Q3UE61_MOUSE	8,84	20	4	4	Carbamidomethylation	36212	Torsin A interacting protein 1 OS=Mus musculus OX=10090 GN=Tor1aip1 PE=1 SV=1
18,4087	18,6417	19,9742	20,6364	21,2877	21,5592	23,0886	20,8269	20,265	20,9601	21,3045	21,6409		1,78009	1,43471	0,534298	0,164205	0,860126	0,807538	395	1278	tr|J3QQ40|J3QQ40_MOUSE	8,84	23	4	4	Carbamidomethylation	32780	Torsin A interacting protein 1 OS=Mus musculus OX=10090 GN=Tor1aip1 PE=1 SV=1
24,8717	24,4234	23,5404	23,2419	23,9933	23,8385	23,8858	23,0359	23,1901	23,4041	22,9899	23,9316		-1,25643	1,36657	-0,455067	0,395151	0,163654	0,115242	210	177	P63038|CH60_MOUSE	8,73	30	16	16	"Carbamidomethylation;Deamidation (NQ)"	60956	60 kDa heat shock protein  mitochondrial OS=Mus musculus OX=10090 GN=Hspd1 PE=1 SV=1
20,2764	20,417	18,4087	18,9345	21,2066	21,5961	19,4456	19,4556	19,1407	20,1079	18,2279	20,5165		-1,67511	1,59542	-1,95072	2,00763	-0,252096	0,0665303	690	1348	A2ADY9|DDI2_MOUSE	8,71	14	4	4		44591	Protein DDI1 homolog 2 OS=Mus musculus OX=10090 GN=Ddi2 PE=1 SV=1
23,2273	23,1269	23,0292	22,4676	22,1426	21,8727	21,6006	20,417	21,8689	22,5356	22,8932	23,2155		-0,428704	0,565902	-0,998832	0,616908	0,852064	0,829659	275	971	Q9WUM3|COR1B_MOUSE	8,7	16	8	8	Carbamidomethylation	53912	Coronin-1B OS=Mus musculus OX=10090 GN=Coro1b PE=1 SV=1
18,963	21,1015	22,743	23,0805	24,141	23,6209	22,8708	21,343	22,4298	20,7796	22,2302	22,7614		2,87954	0,931714	-1,77405	0,798648	0,891129	0,385097	36	35	P68372|TBB4B_MOUSE	8,62	55	24	3	"Carbamidomethylation;Deamidation (NQ);Oxidation (M)"	49831	Tubulin beta-4B chain OS=Mus musculus OX=10090 GN=Tubb4b PE=1 SV=1
18,6453	20,0951	21,3962	22,0854	21,2243	21,3805	19,647	20,0559	21,5261	22,2273	21,7715	22,3725		2,37064	1,00851	-1,45095	1,6576	0,19532	0,146645	441	1116	tr|Q3UDS7|Q3UDS7_MOUSE	8,61	9	3	3	Carbamidomethylation	53788	ADP-dependent glucokinase OS=Mus musculus OX=10090 GN=Adpgk PE=1 SV=1
18,6453	20,0951	21,3962	22,0854	21,2243	21,3805	19,647	20,0559	21,5261	22,2273	21,7715	22,3725		2,37064	1,00851	-1,45095	1,6576	0,19532	0,146645	441	1117	tr|A0A1L1SSF2|A0A1L1SSF2_MOUSE	8,61	9	3	3	Carbamidomethylation	53917	ADP-dependent glucokinase OS=Mus musculus OX=10090 GN=Adpgk PE=1 SV=1
18,6453	20,0951	21,3962	22,0854	21,2243	21,3805	19,647	20,0559	21,5261	22,2273	21,7715	22,3725		2,37064	1,00851	-1,45095	1,6576	0,19532	0,146645	441	1118	Q8VDL4|ADPGK_MOUSE	8,61	9	3	3	Carbamidomethylation	53903	ADP-dependent glucokinase OS=Mus musculus OX=10090 GN=Adpgk PE=1 SV=2
20,417	19,8113	18,9601	17,9488	20,5545	20,2302	17,185	18,2558	17,4087	16,6382	17,8906	18,6731		-1,65968	0,97313	-2,67198	1,38564	1,2584	0,826835	621	1666	Q3UGC7|EI3JA_MOUSE	8,56	8	3	3		29344	Eukaryotic translation initiation factor 3 subunit J-A OS=Mus musculus OX=10090 GN=Eif3j1 PE=2 SV=1
20,417	19,8113	18,9601	17,9488	20,5545	20,2302	17,185	18,2558	17,4087	16,6382	17,8906	18,6731		-1,65968	0,97313	-2,67198	1,38564	1,2584	0,826835	621	1667	Q66JS6|EI3JB_MOUSE	8,56	8	3	3		29486	Eukaryotic translation initiation factor 3 subunit J-B OS=Mus musculus OX=10090 GN=Eif3j2 PE=1 SV=1
25,1642	25,6649	24,3645	25,4645	26,2463	26,2225	24,7389	25,019	25,0148	25,7796	25,558	26,3612		-0,500057	0,305426	-1,35541	1,97538	0,562423	0,379649	44	26	O88342|WDR1_MOUSE	8,53	55	25	25	"Carbamidomethylation;Deamidation (NQ);Oxidation (M);Phosphorylation (STY)"	66407	WD repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Wdr1 PE=1 SV=3
22,0292	22,3538	23,848	22,5069	23,3511	24,0105	22,9171	21,895	23,7796	24,1642	23,0609	24,6486		0,985973	0,538785	-1,27476	0,766937	-0,117191	0,0462076	92	78	Q61598|GDIB_MOUSE	8,46	45	16	14	"Carbamidomethylation;Deamidation (NQ)"	50537	Rab GDP dissociation inhibitor beta OS=Mus musculus OX=10090 GN=Gdi2 PE=1 SV=1
20,2185	17,1257	17,3752	17,0638	17,7731	15,9859	15,5395	16,4656	18,2372	16,3701	18,0532	17,2877		-1,45256	0,348083	-0,876956	0,3229	0,366818	0,124343	557	1148	O55131|SEPT7_MOUSE	8,41	8	3	3		50550	Septin-7 OS=Mus musculus OX=10090 GN=Septin7 PE=1 SV=1
20,2185	17,1257	17,3752	17,0638	17,7731	15,9859	14,5121	16,4656	18,2372	16,3701	18,0532	17,2877		-1,45256	0,348083	-1,39068	0,393932	0,366818	0,124343	557	1149	tr|E9Q1G8|E9Q1G8_MOUSE	8,41	8	3	3		50649	Septin OS=Mus musculus OX=10090 GN=Septin7 PE=1 SV=2
20,2185	17,1257	17,3752	17,0638	17,7731	15,9859	13,1466	16,4656	18,2372	16,3701	18,0532	17,2877		-1,45256	0,348083	-2,0734	0,413394	0,366818	0,124343	557	1150	tr|E9Q9F5|E9Q9F5_MOUSE	8,41	8	3	3		50681	Septin OS=Mus musculus OX=10090 GN=Septin7 PE=1 SV=2
22,1519	21,3752	21,8538	21,85	23,7182	23,895	23,4425	23,1901	22,2243	21,714	22,9584	23,2961		0,0883226	0,0750857	-0,490294	1,06437	1,15809	1,19882	225	212	tr|E9Q616|E9Q616_MOUSE	8,41	2	12	12	"Phosphorylation (STY);Acetylation (N-term)"	604264	AHNAK nucleoprotein (desmoyokin) OS=Mus musculus OX=10090 GN=Ahnak PE=1 SV=1
26,217	25,1642	24,3511	23,6209	26,0793	25,6676	24,9584	24,9672	23,3376	24,5225	24,5926	25,2096		-1,70461	0,93194	-0,910678	1,32336	0,971048	0,547878	26	32	P07901|HS90A_MOUSE	8,38	43	42	26	"Carbamidomethylation;Deamidation (NQ);Oxidation (M);Phosphorylation (STY)"	84788	Heat shock protein HSP 90-alpha OS=Mus musculus OX=10090 GN=Hsp90aa1 PE=1 SV=4
21,2821	18,1357	20,0292	18,1994	21,8614	21,8269	20,5823	18,392	19,8636	19,4496	17,2419	20,7955		-0,594597	0,110755	-2,35692	0,784325	-0,637907	0,121769	667	1119	tr|Q8BH40|Q8BH40_MOUSE	8,36	13	3	3	Carbamidomethylation	29737	Syntaxin-7 OS=Mus musculus OX=10090 GN=Stx7 PE=1 SV=1
21,2821	18,1357	20,0292	18,1994	21,8614	21,8269	20,5823	18,392	19,8636	19,4496	17,2419	20,7955		-0,594597	0,110755	-2,35692	0,784325	-0,637907	0,121769	667	1120	O70439|STX7_MOUSE	8,36	13	3	3	Carbamidomethylation	29821	Syntaxin-7 OS=Mus musculus OX=10090 GN=Stx7 PE=1 SV=3
23,9043	22,2477	22,6453	22,0459	22,4576	22,8307	21,6096	21,1642	21,8839	22,4451	21,8727	22,4476		-0,730389	0,306105	-1,25726	1,30569	-0,00435066	0,00333879	303	697	Q9QUI0|RHOA_MOUSE	8,34	25	7	6	"Carbamidomethylation;Oxidation (M)"	21782	Transforming protein RhoA OS=Mus musculus OX=10090 GN=Rhoa PE=1 SV=1
23,9043	22,2477	22,6453	22,0459	22,4576	22,8307	21,6096	21,1642	21,8839	22,4451	21,8727	22,4476		-0,730389	0,306105	-1,25726	1,30569	-0,00435066	0,00333879	303	698	tr|A0A0A6YXF6|A0A0A6YXF6_MOUSE	8,34	30	7	6	"Carbamidomethylation;Oxidation (M)"	18710	Ras homolog family member A (Fragment) OS=Mus musculus OX=10090 GN=Rhoa PE=1 SV=1
23,5045	22,7223	22,0526	22,1363	23,1488	23,1504	22,9847	22,8557	21,6409	21,7876	21,7553	22,3565		-1,01894	0,912733	-0,229401	1,15005	0,341696	0,415072	169	791	P14869|RLA0_MOUSE	8,31	21	10	10		34216	Large ribosomal subunit protein uL10 OS=Mus musculus OX=10090 GN=Rplp0 PE=1 SV=3
24,6811	23,1871	23,3645	23,5522	24,604	24,317	22,0325	23,6971	22,8876	22,9548	22,3184	23,2821		-0,475744	0,227639	-1,59567	0,700209	-0,121001	0,0832431	321	524	P60766|CDC42_MOUSE	8,23	37	8	7	Carbamidomethylation	21259	Cell division control protein 42 homolog OS=Mus musculus OX=10090 GN=Cdc42 PE=1 SV=2
15,5863	14,2512	18,3878	18,4375	19,3343	20,2989	19,5299	19,0951	19,606	19,6168	20,3645	19,8727		3,49392	1,46012	-0,504114	0,355329	0,507169	0,756094	379	923	P0DOV2|IFI4_MOUSE	8,21	8	5	3	Carbamidomethylation	69438	Interferon-activable protein 204 OS=Mus musculus OX=10090 GN=Ifi204 PE=1 SV=1
23,5754	23,3511	22,6029	22,4874	21,5117	23,0789	20,5638	20,6453	21,8802	21,7553	21,8113	22,1856		-0,918142	1,73615	-1,69074	0,785227	0,180673	0,340618	536	918	Q64433|CH10_MOUSE	8,2	63	7	7	"Oxidation (M);Acetylation (N-term)"	10963	10 kDa heat shock protein  mitochondrial OS=Mus musculus OX=10090 GN=Hspe1 PE=1 SV=2
23,5754	23,3511	22,6029	22,4874	21,5117	23,0789	20,5638	20,6453	21,8802	21,7553	21,8113	22,1856		-0,918142	1,73615	-1,69074	0,785227	0,180673	0,340618	536	919	tr|Q9JI95|Q9JI95_MOUSE	8,2	63	7	7	"Oxidation (M);Acetylation (N-term)"	10978	CPN10-like protein OS=Mus musculus OX=10090 GN=Hspe1-rs1 PE=3 SV=1
15,4863	14,8728	16,92	15,4318	18,2696	19,343	18,7005	19,2042	14,673	15,6591	15,72	16,3408		0,996327	0,466784	0,146062	0,0817716	0,864352	0,558822	607	1661	P10923|OSTP_MOUSE	8,18	11	2	2		32459	Osteopontin OS=Mus musculus OX=10090 GN=Spp1 PE=1 SV=1
15,9653	15,1212	16,92	15,4318	18,2696	19,343	18,7005	19,2042	15,8416	14,7183	15,0958	16,3408		0,632626	0,270328	0,146062	0,0817716	0,43834	0,184917	607	1692	tr|F8WIP8|F8WIP8_MOUSE	8,18	11	2	2		32588	Secreted phosphoprotein 1 OS=Mus musculus OX=10090 GN=Spp1 PE=1 SV=1
21,9707	21,5592	20,1946	19,5356	22,2961	22,2448	20,7389	21,0292	20,2877	20,9024	21,1642	21,3752		-1,89982	1,40499	-1,38643	1,95421	0,674635	0,760634	392	649	Q04750|TOP1_MOUSE	8,18	9	5	5	Carbamidomethylation	90876	DNA topoisomerase 1 OS=Mus musculus OX=10090 GN=Top1 PE=1 SV=2
17,0484	15,2627	13,7862	15,5716	19,5878	19,7987	18,4536	17,7667	19,1922	16,2714	19,2326	19,7634		-1,47661	0,440431	-1,5831	1,32021	1,76621	0,448326	898	2274	tr|Q3ULB1|Q3ULB1_MOUSE	8,14	3	1	1	Deamidation (NQ)	46587	Testin OS=Mus musculus OX=10090 GN=Tes PE=1 SV=1
14,9215	14,6761	14,2611	15,5716	19,5878	19,7987	18,4536	17,7667	19,1922	16,2714	19,2326	19,7634		0,117579	0,0573726	-1,5831	1,32021	1,76621	0,448326	898	2275	tr|Q921W7|Q921W7_MOUSE	8,14	3	1	1	Deamidation (NQ)	47692	Testin OS=Mus musculus OX=10090 GN=Tes PE=1 SV=2
15,9714	15,9481	16,016	15,5716	19,5878	19,7987	18,4536	17,7667	19,1922	16,2714	19,2326	19,7634		-0,165884	0,27274	-1,5831	1,32021	1,76621	0,448326	898	2276	P47226|TES_MOUSE	8,14	3	1	1	Deamidation (NQ)	47983	Testin OS=Mus musculus OX=10090 GN=Tes PE=1 SV=1
15,9671	14,6257	14,8843	15,5716	19,5878	19,7987	18,4536	17,7667	19,1922	16,2714	19,2326	19,7634		-0,0684013	0,028746	-1,5831	1,32021	1,76621	0,448326	898	2837	tr|D6RH72|D6RH72_MOUSE	8,14	18	1	1	Deamidation (NQ)	8970	Testin LIM domain protein (Fragment) OS=Mus musculus OX=10090 GN=Tes PE=1 SV=2
24,0935	23,1719	22,9985	22,0359	23,48	23,8858	22,3619	22,7348	22,5498	22,937	22,9548	23,6431		-1,11546	0,62691	-1,13456	1,26573	0,555556	0,530642	108	175	Q3UZ39|LRRF1_MOUSE	8,09	22	10	10	"Carbamidomethylation;Deamidation (NQ)"	79249	Leucine-rich repeat flightless-interacting protein 1 OS=Mus musculus OX=10090 GN=Lrrfip1 PE=1 SV=2
21,1946	20,2877	19,724	15,7602	19,3495	16,3819	15,7498	17,4496	18,5432	18,9024	15,8111	15,3991		-2,99905	0,555718	-1,26604	0,270687	-3,11774	2,11932	1072	2211	P97450|ATP5J_MOUSE	8,09	17	2	2		12496	ATP synthase-coupling factor 6  mitochondrial OS=Mus musculus OX=10090 GN=Atp5pf PE=1 SV=1
21,1946	20,265	19,724	15,7602	18,0047	15,9983	15,7498	17,4496	18,5432	18,9024	13,8344	16,2482		-2,98769	0,552994	-0,40184	0,103051	-3,68152	1,0244	1072	3227	tr|E9QAD6|E9QAD6_MOUSE	8,09	10	1	1		10473	ATP synthase-coupling factor 6  mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Atp5j PE=1 SV=8
22,2273	22,2243	22,1612	20,9243	22,9134	23,2961	22,5498	21,8651	21,1143	21,5498	21,7013	21,6628		-0,683074	0,415153	-0,897307	0,825712	0,350012	0,601135	258	309	P50580|PA2G4_MOUSE	8,09	25	9	9	"Carbamidomethylation;Deamidation (NQ);Oxidation (M)"	43699	Proliferation-associated protein 2G4 OS=Mus musculus OX=10090 GN=Pa2g4 PE=1 SV=3
21,0426	19,4874	19,7569	18,0532	20,0821	19,8484	19,9039	17,9826	19,0265	18,9545	18,8787	18,9229		-1,3599	0,444123	-1,02203	0,396152	-0,089695	0,775335	372	1359	tr|Q8R5L1|Q8R5L1_MOUSE	8,09	24	4	4	Carbamidomethylation	31025	Complement component 1 Q subcomponent-binding protein  mitochondrial OS=Mus musculus OX=10090 GN=C1qbp PE=1 SV=1
20,9024	20,2185	20,4775	22,0493	21,3266	21,5165	21,391	20,68	21,2361	21,7182	22,8876	23,1734		0,702964	0,302513	-0,386066	0,393449	1,55339	1,50818	551	1389	Q99JI6|RAP1B_MOUSE	8,05	11	3	3	Carbamidomethylation	20825	Ras-related protein Rap-1b OS=Mus musculus OX=10090 GN=Rap1b PE=1 SV=2
20,9024	20,2185	20,4775	22,0493	21,3266	21,5165	21,391	20,68	21,2361	21,7182	22,8876	23,1734		0,702964	0,302513	-0,386066	0,393449	1,55339	1,50818	551	1390	tr|A0A0G2JE52|A0A0G2JE52_MOUSE	8,05	13	3	3	Carbamidomethylation	17992	small monomeric GTPase OS=Mus musculus OX=10090 GN=Rap1a PE=1 SV=1
20,9024	20,2185	20,4775	22,0493	21,3266	21,5165	21,391	20,68	21,2361	21,7182	22,8876	23,1734		0,702964	0,302513	-0,386066	0,393449	1,55339	1,50818	551	1391	P62835|RAP1A_MOUSE	8,05	11	3	3	Carbamidomethylation	20987	Ras-related protein Rap-1A OS=Mus musculus OX=10090 GN=Rap1a PE=1 SV=1
20,9024	19,7022	20,4375	21,2419	21,2989	21,5069	21,1457	20,3962	20,8113	21,7182	21,3321	22,1426		0,53738	0,272059	-0,631946	0,609667	0,472624	0,285343	551	1618	tr|A0A0G2JED9|A0A0G2JED9_MOUSE	8,05	10	2	2		12370	RAS-related protein 1a (Fragment) OS=Mus musculus OX=10090 GN=Rap1a PE=1 SV=1
20,4972	18,9992	20,5451	19,1801	19,6382	20,5638	18,0211	19,6937	19,4991	23,2679	19,7667	20,3538		0,114416	0,0360183	-1,24364	0,490881	-1,32324	0,252175	562	1238	Q922B2|SYDC_MOUSE	7,92	8	3	3	Deamidation (NQ)	57147	Aspartate--tRNA ligase  cytoplasmic OS=Mus musculus OX=10090 GN=Dars1 PE=1 SV=2
29,2285	28,3992	28,6005	28,5426	29,2647	29,3196	27,9259	28,2216	28,1652	28,0813	28,7895	29,0137		-0,242306	0,208375	-1,2184	1,82712	0,778381	1,64147	20	87	O08692|NGP_MOUSE	7,9	81	42	42	"Carbamidomethylation;Deamidation (NQ);Phosphorylation (STY)"	19332	Neutrophilic granule protein OS=Mus musculus OX=10090 GN=Ngp PE=1 SV=1
16,4599	16,7073	15,3897	16,0039	18,3709	19,7971	15,5651	16,1667	15,4485	15,4975	16,3163	16,5981		-0,886816	0,936751	-3,21812	1,2736	0,984187	1,68892	903	1912	tr|E9Q9A5|E9Q9A5_MOUSE	7,81	5	2	2		53318	Polynucleotide kinase 3'- phosphatase OS=Mus musculus OX=10090 GN=Pnkp PE=1 SV=1
15,7654	16,7073	14,5007	15,1357	18,3709	19,7971	15,3021	13,5966	14,502	15,7886	16,3163	17,1212		-1,41813	0,886474	-4,63463	1,27576	1,57343	0,759824	903	1913	tr|G5E8N7|G5E8N7_MOUSE	7,81	4	2	2		57214	Polynucleotide kinase 3'- phosphatase OS=Mus musculus OX=10090 GN=Pnkp PE=1 SV=1
15,0205	16,7073	16,1599	12,8238	18,3709	19,7971	13,9566	14,2859	14,6958	15,0726	16,3163	15,292		-1,37204	0,268159	-4,96277	1,6765	0,919961	0,631038	903	1914	Q9JLV6|PNKP_MOUSE	7,81	4	2	2		57223	Bifunctional polynucleotide phosphatase/kinase OS=Mus musculus OX=10090 GN=Pnkp PE=1 SV=2
23,5869	23,7695	22,9847	22,3511	23,5983	23,6431	23,0224	23,1719	21,7594	22,4221	22,3884	22,1174		-1,01032	1,03613	-0,523541	1,66782	0,162142	0,158015	408	549	P62908|RS3_MOUSE	7,76	29	5	5	Oxidation (M)	26674	Small ribosomal subunit protein uS3 OS=Mus musculus OX=10090 GN=Rps3 PE=1 SV=1
25,5165	25,5165	24,867	24,1332	26,1984	26,5404	25,5135	25,1135	25,0691	24,8385	25,4266	25,5225		-1,01642	0,961182	-1,05587	1,24509	0,520811	1,27599	99	110	P23492|PNPH_MOUSE	7,76	62	12	12	"Carbamidomethylation;Deamidation (NQ);Oxidation (M)"	32277	Purine nucleoside phosphorylase OS=Mus musculus OX=10090 GN=Pnp PE=1 SV=2
25,5165	25,5165	24,867	24,1332	26,1984	26,5404	25,5135	25,1135	25,0691	24,8385	25,4266	25,5225		-1,01642	0,961182	-1,05587	1,24509	0,520811	1,27599	99	113	tr|Q543K9|Q543K9_MOUSE	7,76	62	12	12	"Carbamidomethylation;Deamidation (NQ);Oxidation (M)"	32263	Purine nucleoside phosphorylase OS=Mus musculus OX=10090 GN=Pnp PE=1 SV=1
20,417	19,5223	18,2832	18,6453	21,5213	19,9742	20,0156	19,8034	19,4596	19,7373	20,68	21,5404		-1,50541	1,04951	-0,83825	0,403012	1,51175	1,1026	399	920	P70333|HNRH2_MOUSE	7,75	9	3	2		49280	Heterogeneous nuclear ribonucleoprotein H2 OS=Mus musculus OX=10090 GN=Hnrnph2 PE=1 SV=1
20,417	19,5223	18,2832	18,6453	21,5213	19,9742	20,0156	19,8034	19,4596	19,7373	20,68	21,5404		-1,50541	1,04951	-0,83825	0,403012	1,51175	1,1026	399	933	O35737|HNRH1_MOUSE	7,75	9	3	2		49199	Heterogeneous nuclear ribonucleoprotein H OS=Mus musculus OX=10090 GN=Hnrnph1 PE=1 SV=3
20,417	19,5223	18,2832	18,6453	21,5213	19,9742	20,0156	19,8034	19,4596	19,7373	20,68	21,5404		-1,50541	1,04951	-0,83825	0,403012	1,51175	1,1026	399	934	tr|Q8C2Q7|Q8C2Q7_MOUSE	7,75	9	3	2		51218	Heterogeneous nuclear ribonucleoprotein H1 OS=Mus musculus OX=10090 GN=Hnrnph1 PE=1 SV=1
30,5573	30,0084	29,4053	23,5754	23,7492	27,8564	29,0453	28,5426	29,995	29,995	28,3787	27,9869		-3,79248	0,488694	2,99117	0,544947	-1,81221	1,93988	428	1104	tr|Q9CPN9|Q9CPN9_MOUSE	7,68	19	7	6	"Carbamidomethylation;Deamidation (NQ)"	26422	RIKEN cDNA 2210010C04 gene OS=Mus musculus OX=10090 GN=Prss3b PE=1 SV=1
18,4775	18,7307	16,5685	19,5375	19,8377	20,7955	18,1605	19,4435	16,734	16,1457	18,4293	19,7504		-0,551092	0,126699	-1,51456	0,701052	2,65003	1,1736	439	829	P35441|TSP1_MOUSE	7,66	5	4	4	"Carbamidomethylation;Oxidation (M)"	129647	Thrombospondin-1 OS=Mus musculus OX=10090 GN=Thbs1 PE=1 SV=1
18,4775	18,7307	15,5417	19,5375	19,8377	20,7955	18,1605	19,4435	16,734	16,1457	18,4293	19,7504		-1,0645	0,188383	-1,51456	0,701052	2,65003	1,1736	439	835	tr|Q80YQ1|Q80YQ1_MOUSE	7,66	5	4	4	"Carbamidomethylation;Oxidation (M)"	129690	Thrombospondin 1 OS=Mus musculus OX=10090 GN=Thbs1 PE=1 SV=1
23,5285	23,1127	23,4676	23,3511	23,6865	23,7389	22,8113	22,7182	22,5045	22,7695	22,8764	22,9024		0,0887766	0,142165	-0,947971	2,49997	0,252439	0,702315	268	1230	Q9R1P4|PSA1_MOUSE	7,58	15	5	5	"Deamidation (NQ);Oxidation (M)"	29547	Proteasome subunit alpha type-1 OS=Mus musculus OX=10090 GN=Psma1 PE=1 SV=1
23,5285	23,1127	23,4676	23,3511	23,6865	23,7389	22,8113	22,7182	22,5045	22,7695	22,8764	22,9024		0,0887766	0,142165	-0,947971	2,49997	0,252439	0,702315	268	1233	tr|A0A1B0GS70|A0A1B0GS70_MOUSE	7,58	16	5	5	"Deamidation (NQ);Oxidation (M)"	26496	Proteasome subunit alpha 1 OS=Mus musculus OX=10090 GN=Psma1 PE=1 SV=1
21,5685	21,5404	19,2349	19,6523	20,9388	20,9243	19,9272	19,1531	20,2989	20,9316	20,7389	21,5213		-2,11083	2,01429	-1,39137	1,15837	0,514874	0,383277	567	749	P97372|PSME2_MOUSE	7,54	27	6	6	Carbamidomethylation	27057	Proteasome activator complex subunit 2 OS=Mus musculus OX=10090 GN=Psme2 PE=1 SV=4
21,4118	21,4874	18,7569	19,2922	20,3645	20,4273	19,3012	18,7602	19,8515	20,4576	20,4676	21,1079		-2,42503	1,91379	-1,36521	1,42532	0,633197	0,54147	567	772	tr|G3X9V0|G3X9V0_MOUSE	7,54	25	5	5	Carbamidomethylation	26159	Proteasome (prosome  macropain) activator subunit 2 (PA28 beta) OS=Mus musculus OX=10090 GN=Psme2 PE=1 SV=1
17,9601	18,1556	17,1655	17,805	20,8346	20,8576	19,8454	19,5878	15,8751	17,2326	18,9459	18,8484		-0,572651	0,640331	-1,12949	1,89115	2,34335	1,12512	855	1386	O55029|COPB2_MOUSE	7,5	5	3	3	Carbamidomethylation	102449	Coatomer subunit beta' OS=Mus musculus OX=10090 GN=Copb2 PE=1 SV=2
22,6649	21,6453	21,5165	20,8191	20,9316	20,953	20,2877	20,5915	20,9459	21,6364	21,3962	21,5165		-0,987281	0,600209	-0,502706	1,09266	0,165201	0,165082	317	1033	P70429|EVL_MOUSE	7,45	14	5	5		44337	Ena/VASP-like protein OS=Mus musculus OX=10090 GN=Evl PE=1 SV=2
22,6649	21,6453	21,5165	20,8191	20,9316	20,953	20,2877	20,5915	20,9459	21,6364	21,3962	21,5165		-0,987281	0,600209	-0,502706	1,09266	0,165201	0,165082	317	1050	tr|F8WJB9|F8WJB9_MOUSE	7,45	15	5	5		42894	Ena-vasodilator stimulated phosphoprotein OS=Mus musculus OX=10090 GN=Evl PE=1 SV=1
22,6649	21,6453	21,5165	20,8191	20,9316	20,953	20,2877	20,5915	20,9459	21,6364	21,3962	21,5165		-0,987281	0,600209	-0,502706	1,09266	0,165201	0,165082	317	1051	tr|E9PVP4|E9PVP4_MOUSE	7,45	15	5	5		42946	Ena-vasodilator stimulated phosphoprotein OS=Mus musculus OX=10090 GN=Evl PE=1 SV=1
22,6649	21,6453	21,5165	20,8191	20,9316	20,953	20,2877	20,5915	20,9459	21,6364	21,3962	21,5165		-0,987281	0,600209	-0,502706	1,09266	0,165201	0,165082	317	1052	tr|A0A1Y7VJA2|A0A1Y7VJA2_MOUSE	7,45	14	5	5		46036	Ena-vasodilator stimulated phosphoprotein (Fragment) OS=Mus musculus OX=10090 GN=Evl PE=1 SV=1
19,3211	20,7553	18,3495	19,719	21,6497	21,3592	20,5731	20,6453	19,1282	19,2466	20,7389	20,5356		-1,00398	0,378987	-0,895226	1,57144	1,44992	2,18599	852	1425	P45878|FKBP2_MOUSE	7,43	39	3	3	"Carbamidomethylation;Phosphorylation (STY)"	15344	Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Mus musculus OX=10090 GN=Fkbp2 PE=1 SV=1
24,4923	24,5165	23,2332	24,1488	24,4614	25,2535	24,48	23,9847	23,3511	23,654	24,0443	24,5165		-0,813429	0,662145	-0,6251	0,504902	0,77783	0,961844	122	176	tr|Q6GT24|Q6GT24_MOUSE	7,41	64	12	12	Deamidation (NQ)	24827	Peroxiredoxin-6 OS=Mus musculus OX=10090 GN=Prdx6 PE=1 SV=1
